tweet_id,created_at,text,lang,author_id,username,name,user_location,user_verified,user_followers,user_tweet_count,place_id,place_full_name,place_country,place_country_code,place_type,retweet_count,reply_count,like_count,quote_count,n_hashtags,n_mentions,n_urls,query_labels,clean_text,clean_len,n_words,hashtag_ratio,mention_ratio,is_metaphor,is_soft_politics,is_emotional,is_brand_account,likely_us,has_strong_fraud,has_money,is_recovery_scammer,is_news_or_promo,is_institutional_metaphor,semantically_relevant,bertopic_id,bertopic_keywords,predicted_label,confidence_score,predicted_category,is_relevant
2006477975504695785,2025-12-31T21:30:02.000Z,Institutionalized madoff level ponzi scheme in democratic states and cities run by them,en,999664767852625920,Shitshowjoe2,Sheetshowjoe,"Cupertino, CA",False,329,42426,,,,,,0,0,0,0,0,0,0,crypto,Institutionalized madoff level ponzi scheme in democratic states and cities run by them,87,13,0.0,0.0,False,False,False,False,True,True,False,False,False,False,True,1,"ponzi, scheme, the, is, to, and, of, it",Ponzi or pyramid scheme,0.8400266766548157,ponzi_pyramid,True
2006470919158481058,2025-12-31T21:02:00.000Z,The U.S. Securities and Exchange Commission (SEC) has charged an Indianapolis man for his alleged role in a $300 million Ponzi scheme. https://t.co/epyKtiTxDm,en,14408705,wrtv,WRTV Indianapolis,"Indianapolis, IN, USA",False,142473,266645,,,,,,0,1,2,1,0,0,1,crypto,The U.S. Securities and Exchange Commission (SEC) has charged an Indianapolis man for his alleged role in a $300 million Ponzi scheme.,134,22,0.0,0.0,False,False,False,False,True,True,True,False,False,False,True,0,"crypto, scam, to, romance, money, and, in, for",Ponzi or pyramid scheme,0.7782643437385559,ponzi_pyramid,True
2006463998791987360,2025-12-31T20:34:30.000Z,SEC charges Indianapolis man with securities fraud related to alleged $300 Million Ponzi scheme https://t.co/o5FsuoV1Uf,en,244698203,KaraKenney6,Kara Kenney,"Indianapolis, IN",False,6364,34012,,,,,,0,0,2,0,0,0,1,crypto,SEC charges Indianapolis man with securities fraud related to alleged $300 Million Ponzi scheme,95,14,0.0,0.0,False,False,False,False,True,True,True,False,False,False,True,0,"crypto, scam, to, romance, money, and, in, for",Ponzi or pyramid scheme,0.8124082088470459,ponzi_pyramid,True
2006458203220201899,2025-12-31T20:11:28.000Z,"The Ponzi scheme occurring in Canada. Who are the culprits? Government? Bankers? The Bar association? 

https://t.co/vdpJ4bzL29",en,2895064788,hein_andy,Real Solutions,"Ontario, CA",False,71,538,,,,,,0,0,0,0,0,0,1,crypto,The Ponzi scheme occurring in Canada. Who are the culprits? Government? Bankers? The Bar association?,101,15,0.0,0.0,False,False,False,False,True,True,False,False,False,False,True,1,"ponzi, scheme, the, is, to, and, of, it",Ponzi or pyramid scheme,0.6627247929573059,ponzi_pyramid,True
2006457841532711298,2025-12-31T20:10:02.000Z,mar-a-lago was a pipeline to epsteins sexual abuse ponzi scheme. Well after epsteins crimes were made public it continued.,en,1975488271884165122,mindsetnovice,Release the Trump-Epstein Files!,United States,False,12,6421,,,,,,0,0,0,0,0,0,0,crypto,mar-a-lago was a pipeline to epsteins sexual abuse ponzi scheme. Well after epsteins crimes were made public it continued.,122,19,0.0,0.0,False,False,False,False,True,True,False,False,False,False,True,0,"crypto, scam, to, romance, money, and, in, for",Ponzi or pyramid scheme,0.9146003723144531,ponzi_pyramid,True
2006457667867566379,2025-12-31T20:09:20.000Z,"We need structural reforms to every single government agency, policy, support program, etc. Not a single one operates above board. It’s a giant Ponzi scheme to enrich politicians and their friends",en,1845292960750997522,Puckstop69,🇺🇸 3 Daughter MAGA Dad🇺🇸,"Michigan, USA",False,6078,33019,,,,,,0,0,0,0,0,0,0,crypto,"We need structural reforms to every single government agency, policy, support program, etc. Not a single one operates above board. It’s a giant Ponzi scheme to enrich politicians and their friends",196,31,0.0,0.0,False,False,False,False,True,True,False,False,False,False,True,1,"ponzi, scheme, the, is, to, and, of, it",Ponzi or pyramid scheme,0.851173460483551,ponzi_pyramid,True
2006457513915351161,2025-12-31T20:08:44.000Z,"Whether it’s vishing, quishing, smishing, or old-school spear phishing, it takes more than instinct to spot cyberattacks. https://t.co/6TRJF72NlU https://t.co/AgMGDfSyR1",en,58630023,NatesOutlook,Nate Facarazzo,"Scottsdale, AZ",False,198,1455,,,,,,0,0,0,0,0,0,2,phishing,"Whether it’s vishing, quishing, smishing, or old-school spear phishing, it takes more than instinct to spot cyberattacks.",121,17,0.0,0.0,False,False,False,False,True,True,False,False,False,False,True,2,"phishing, email, and, it, to, your, the, you",phishing or identity theft,0.5554295778274536,phishing_identity,True
2006447915146076309,2025-12-31T19:30:35.000Z,Incredible year lead by $ASTS $NBIS $AMKR and countless others. Unfortunately the post earnings rug pull for $GLXY and diabolical bleed out until the end of year held me back a bit. Either way can’t complain. Been a tough hold but I think it will be the difference maker in 2026.,en,379378208,Joswayin,Joswayin,"Fort Lauderdale, FL",False,198,2161,,,,,,0,0,0,0,0,0,0,crypto,Incredible year lead by $ASTS $NBIS $AMKR and countless others. Unfortunately the post earnings rug pull for $GLXY and diabolical bleed out until the end of year held me back a bit. Either way can’t complain. Been a tough hold but I think it will be the difference maker in 2026.,279,51,0.0,0.0,False,False,False,False,True,True,False,False,False,False,True,4,"rug, pull, the, this, is, be, to, will",corporate or securities fraud,0.19016055762767792,corporate,True
2006447140068004184,2025-12-31T19:27:30.000Z,"Don't be a bagholder on $AFJK. The music just stopped. 🛑

We hit $130 on pure hype and crashed -30% instantly. This is a classic ""SPAC Rug Pull.""

Why I’m shorting the bounce:

The 1,000% Trap: It ran on a ""deadline extension,"" not a closed deal. A stock doesn't go from $6 to https://t.co/fqgqhkKmck",en,794562172869349376,KarenLaGorio1,Volatility Scalper,"Phoenix, AZ",False,398,274,,,,,,0,0,2,0,0,0,1,crypto,"Don't be a bagholder on $AFJK. The music just stopped. 🛑 We hit $130 on pure hype and crashed -30% instantly. This is a classic ""SPAC Rug Pull."" Why I’m shorting the bounce: The 1,000% Trap: It ran on a ""deadline extension,"" not a closed deal. A stock doesn't go from $6 to",273,53,0.0,0.0,False,False,False,False,True,True,True,False,False,False,True,4,"rug, pull, the, this, is, be, to, will",romance scam,0.3088234066963196,romance,True
2006443664374116411,2025-12-31T19:13:42.000Z,"Vandy’s “ranked wins” were two teams that never beat a winning team, and a garbage LSU team that only beat a garbage Clemson team 

The entire preseason rankings SEC Ponzi scheme getting exposed this year https://t.co/xvzgEScX2X https://t.co/oUnmov9Af4",en,18128447,WillApplebee,Will Applebee,"Tyler, TX",False,9306,43746,,,,,,6,1,85,0,0,0,2,crypto,"Vandy’s “ranked wins” were two teams that never beat a winning team, and a garbage LSU team that only beat a garbage Clemson team The entire preseason rankings SEC Ponzi scheme getting exposed this year",202,35,0.0,0.0,False,False,False,False,True,True,False,False,False,False,True,1,"ponzi, scheme, the, is, to, and, of, it",Ponzi or pyramid scheme,0.3758639097213745,ponzi_pyramid,True
2006438992221552657,2025-12-31T18:55:08.000Z,"When they rug pull S&amp;P, $IWM will break its critical support so quickly",en,1475947698226442240,TexDoggie,Henrik & Hunter Capital,"Houston, TX",False,1082,14097,,,,,,0,0,0,0,0,0,0,crypto,"When they rug pull S&amp;P, $IWM will break its critical support so quickly",75,13,0.0,0.0,False,False,False,False,True,True,False,False,False,False,True,4,"rug, pull, the, this, is, be, to, will",Ponzi or pyramid scheme,0.2596410810947418,ponzi_pyramid,True
2006438168283984288,2025-12-31T18:51:51.000Z,"To little to late

The US dollar is a shit currency and a Ponzi scheme

Send every American $10M now as reparations for incompetence, waste, fraud, and abuse and let the currency collapse and take the stock market with it

https://t.co/2Td2ScLjyq",en,1587536680713601025,FinancialPhys,Financial Physics,"Texas, USA",False,71846,49528,,,,,,206,102,2133,19,0,0,1,crypto,"To little to late The US dollar is a shit currency and a Ponzi scheme Send every American $10M now as reparations for incompetence, waste, fraud, and abuse and let the currency collapse and take the stock market with it",219,40,0.0,0.0,False,False,False,False,True,True,True,False,False,False,True,1,"ponzi, scheme, the, is, to, and, of, it",Ponzi or pyramid scheme,0.7400534749031067,ponzi_pyramid,True
2006429008129294409,2025-12-31T18:15:27.000Z,"Here's an idea @POTUS @SecScottBessent @Sec_Noem

Freeze ALL State funding grants and pay down the deficit. See how quickly the ponzi scheme dries up. We the People are sick and tired of being grifted!! https://t.co/eq07NsgkN4",en,72367028,blueheroness,Christine Haas,United States,False,1132,7413,,,,,,0,2,7,0,0,2,1,crypto,Here's an idea Freeze ALL State funding grants and pay down the deficit. See how quickly the ponzi scheme dries up. We the People are sick and tired of being grifted!!,167,31,0.0,0.064516129032258,False,False,False,False,True,True,False,False,False,False,True,1,"ponzi, scheme, the, is, to, and, of, it",Ponzi or pyramid scheme,0.6752013564109802,ponzi_pyramid,True
2006423964416094277,2025-12-31T17:55:25.000Z,"I bet 75% of premium accounts are bots, and the money to pay creator revenue is coming from other bots paying their own premium subscriptions. 

X creator payouts is a Ponzi scheme built by bots paying each other’s payouts. https://t.co/bWazn1mdo2",en,826115880077529088,kamikazecash,Kamikaze Cash,United States,False,6042,19480,,,,,,0,2,4,0,0,0,1,crypto,"I bet 75% of premium accounts are bots, and the money to pay creator revenue is coming from other bots paying their own premium subscriptions. X creator payouts is a Ponzi scheme built by bots paying each other’s payouts.",221,39,0.0,0.0,False,False,False,False,True,True,True,False,False,False,True,-1,outliers,Ponzi or pyramid scheme,0.908087968826294,ponzi_pyramid,True
2006415420950196548,2025-12-31T17:21:28.000Z,Really gotta give credit to Greg Sankey. The SEC Ponzi scheme he’s built would make Bernie Madoff proud https://t.co/2JX6KQhOn8,en,1769337851190083584,ITPCFB,Inside the Pylon,"Columbus, OH and Ann Arbor, MI",False,1873,20122,,,,,,0,0,1,1,0,0,1,crypto,Really gotta give credit to Greg Sankey. The SEC Ponzi scheme he’s built would make Bernie Madoff proud,103,18,0.0,0.0,False,False,False,False,True,True,True,False,False,False,True,1,"ponzi, scheme, the, is, to, and, of, it",Ponzi or pyramid scheme,0.6708523035049438,ponzi_pyramid,True
2006414883328286797,2025-12-31T17:19:20.000Z,"Worked directly with a local detective tracing an investment scam victim’s money. Clear path. Clear next steps.

Scammers are running out of time! We are watching!

#USCryptoCop delivers the knowledge and skills to follow the money, close cases, and support victims.

Contact us!",en,1837503836270780416,USCryptoCop,USCryptoCop,Kansas City,False,94,1507,,,,,,0,0,5,0,1,0,0,crypto,"Worked directly with a local detective tracing an investment scam victim’s money. Clear path. Clear next steps. Scammers are running out of time! We are watching! #USCryptoCop delivers the knowledge and skills to follow the money, close cases, and support victims. Contact us!",276,43,0.0232558139534883,0.0,False,False,False,False,True,True,True,False,False,False,True,0,"crypto, scam, to, romance, money, and, in, for",investment scam or cryptocurrency fraud,0.9570627808570862,investment_crypto,True
2006407501579956670,2025-12-31T16:50:00.000Z,"Metro advises ExpressLanes customers to not respond to phishing text messages.

https://t.co/F4Rg6AS6eh",en,37009909,Go511,Southern California 511,Southern California,True,16032,113329,,,,,,0,0,0,0,0,0,1,phishing,Metro advises ExpressLanes customers to not respond to phishing text messages.,78,11,0.0,0.0,False,False,False,False,True,True,False,False,False,False,True,-1,outliers,phishing or identity theft,0.58560711145401,phishing_identity,True
2006401381041573947,2025-12-31T16:25:41.000Z,"Still short $MSTR. I have to admit that despite going down, the fact that anyone wants this open ponzi scheme of a company continues to amaze me.",en,1329063105117249541,Panama_Joe1,Panama Joe,Panama,False,479,7104,,,,,,0,0,0,0,0,0,0,crypto,"Still short $MSTR. I have to admit that despite going down, the fact that anyone wants this open ponzi scheme of a company continues to amaze me.",145,27,0.0,0.0,False,False,False,False,True,True,False,False,False,False,True,1,"ponzi, scheme, the, is, to, and, of, it",Ponzi or pyramid scheme,0.655919075012207,ponzi_pyramid,True
2006398536502649001,2025-12-31T16:14:22.000Z,"🚨🚨🚨
Coast to Coast... America is one giant Ponzi scheme! https://t.co/GQqqoQsZ7R",en,1985411778252263424,BJamesx2,Brandon JamesX2🇺🇸,USA,False,1828,15375,,,,,,0,0,0,0,0,0,1,crypto,🚨🚨🚨 Coast to Coast... America is one giant Ponzi scheme!,56,10,0.0,0.0,False,False,False,False,True,True,False,False,False,False,True,1,"ponzi, scheme, the, is, to, and, of, it",Ponzi or pyramid scheme,0.7842182517051697,ponzi_pyramid,True
2006398375076184416,2025-12-31T16:13:44.000Z,"Just learned that the USSR was actually a communist Ponzi scheme and I'm still trying to process how my grandpa got swindled by it

#history #memes #darkhumor

https://t.co/Tj0sQhiT3I

no cap your grandpa was living his best life in th https://t.co/XS6sIoO6V2",en,1960805411956645888,RoastHumor,Midnight Meme Historian,USA,False,22,3163,,,,,,0,0,1,0,3,0,2,crypto,Just learned that the USSR was actually a communist Ponzi scheme and I'm still trying to process how my grandpa got swindled by it #history #memes #darkhumor no cap your grandpa was living his best life in th,208,38,0.0789473684210526,0.0,False,False,False,False,True,True,False,False,False,False,True,1,"ponzi, scheme, the, is, to, and, of, it",Ponzi or pyramid scheme,0.9446330666542053,ponzi_pyramid,True
2006394960426496052,2025-12-31T16:00:10.000Z,"“I’d never fall for a phishing email.”

In healthcare, those are often famous last words.

Clinicians are multitasking. Billing teams are racing deadlines. https://t.co/n3nH0lvnrU",en,1666917320,Reintivity,Reintivity - Cloud Tech Solutions,"Chicago, IL",False,41,4624,,,,,,0,1,0,0,0,0,4,phishing,"“I’d never fall for a phishing email.” In healthcare, those are often famous last words. Clinicians are multitasking. Billing teams are racing deadlines.",153,23,0.0,0.0,False,False,False,False,True,True,False,False,False,False,True,2,"phishing, email, and, it, to, your, the, you",employment or job scam,0.4314451813697815,employment,True
2006389450205516220,2025-12-31T15:38:16.000Z,"You're a fool if you think Silver $SLV frenzy won't be crushed. Gave you warning 3 days ago, next day you got a rug pull. Today's rug pull is your final warning.
👇 https://t.co/4R1hFb2fjT",en,1087973349211467777,SebastinPatron3,Sebastián,South Florida,False,6736,78750,,,,,,0,0,1,1,0,0,1,crypto,"You're a fool if you think Silver $SLV frenzy won't be crushed. Gave you warning 3 days ago, next day you got a rug pull. Today's rug pull is your final warning. 👇",163,33,0.0,0.0,False,False,False,False,True,True,False,False,False,False,True,4,"rug, pull, the, this, is, be, to, will",investment scam or cryptocurrency fraud,0.19457781314849854,investment_crypto,True
2006381173799600606,2025-12-31T15:05:23.000Z,MSOS will to close positive or negative on the last day of trading...gotta be a down day to cap of a perfect post S3 month and set up for explosive Jan 2026 (will S3 be yet another rug pull that fits 5yrs if rug pulling),en,141842002,ErichP,EP,"Los Angeles, CA",False,366,8509,,,,,,0,0,1,0,0,0,0,crypto,MSOS will to close positive or negative on the last day of trading...gotta be a down day to cap of a perfect post S3 month and set up for explosive Jan 2026 (will S3 be yet another rug pull that fits 5yrs if rug pulling),220,45,0.0,0.0,False,False,False,False,True,True,False,False,False,False,True,4,"rug, pull, the, this, is, be, to, will",romance scam,0.18170632421970367,romance,True
2006379823094964584,2025-12-31T15:00:01.000Z,"Smishing is phishing via text—and it’s getting smarter. 📱⚠️
Scammers use real names, fake “secure” links, and urgent timing.
Never click links in texts.
Check accounts only through official apps or websites.

#cybersecurity #smishing https://t.co/u20R7PajJy",en,1796319715758878721,SecuredCyberVA,Secured Cyber Services,"Nokesville, VA",False,12,585,,,,,,0,0,1,0,2,0,1,phishing,"Smishing is phishing via text—and it’s getting smarter. 📱⚠️ Scammers use real names, fake “secure” links, and urgent timing. Never click links in texts. Check accounts only through official apps or websites. #cybersecurity #smishing",232,34,0.0588235294117647,0.0,False,False,False,False,True,True,True,False,False,False,True,-1,outliers,phishing or identity theft,0.869189441204071,phishing_identity,True
2006379490293776862,2025-12-31T14:58:41.000Z,"How to Spot an Investment Scam Before It's Too Late: If it sounds too good to be true, it probably is. And when it comes to money, these words may be har... https://t.co/ru6yIqfO74",en,3399512351,SunshineDaysRE,Lesley Barton - Michael Saunders Luxury Portfolio,Florida,False,351,3102,,,,,,0,0,0,0,0,0,1,crypto,"How to Spot an Investment Scam Before It's Too Late: If it sounds too good to be true, it probably is. And when it comes to money, these words may be har...",156,32,0.0,0.0,False,False,False,False,True,True,True,False,False,False,True,-1,outliers,investment scam or cryptocurrency fraud,0.1869708150625229,investment_crypto,True
2006377333054378262,2025-12-31T14:50:07.000Z,"Another opening at the Grand Wallstreet theft ring- manipulating Bitcoin coordinated exchanged attacks to control pricing between 85k-90k for months after the rug pull Oct crash -45,000 points https://t.co/tZA46bBsZA",en,1340702369240276993,pizzapie777,BITCOINBUB2U,United States,False,205,3262,,,,,,0,1,0,0,0,0,1,crypto,"Another opening at the Grand Wallstreet theft ring- manipulating Bitcoin coordinated exchanged attacks to control pricing between 85k-90k for months after the rug pull Oct crash -45,000 points",192,28,0.0,0.0,False,False,False,False,True,True,True,False,False,False,True,0,"crypto, scam, to, romance, money, and, in, for",investment scam or cryptocurrency fraud,0.7300301790237427,investment_crypto,True
2006375090741551176,2025-12-31T14:41:12.000Z,"I sure hope @jackmallers isn't leading $XXI to be the next $ASST.  So far we have had zero updates other than hype.  We need to see the business do something soon or it will turn out to be just another failed rug pull.
They had a long time in prep for getting approved.  Now they",en,821931874960506881,BitconomistOG,Bitconomist,"Texas, USA",False,3455,10501,,,,,,0,4,10,0,0,1,0,crypto,I sure hope isn't leading $XXI to be the next $ASST. So far we have had zero updates other than hype. We need to see the business do something soon or it will turn out to be just another failed rug pull. They had a long time in prep for getting approved. Now they,263,54,0.0,0.0185185185185185,False,False,False,False,True,True,False,False,False,False,True,4,"rug, pull, the, this, is, be, to, will",corporate or securities fraud,0.27973100543022156,corporate,True
2006371354128572827,2025-12-31T14:26:22.000Z,ARE WE NOTHING MORE THAN A GIANT PONZI SCHEME? THIS WAS AN REAL EYE OPENER. A well documented series. https://t.co/Dw8dIjNgSq,en,1629111348570296320,bo14392427,Illusion Homes-Cat 5-200 MPH Hurricane Proof Homes,Naples Florida USA,False,3131,33308,,,,,,0,0,0,0,0,0,1,crypto,ARE WE NOTHING MORE THAN A GIANT PONZI SCHEME? THIS WAS AN REAL EYE OPENER. A well documented series.,101,19,0.0,0.0,False,False,False,False,True,True,False,False,False,False,True,1,"ponzi, scheme, the, is, to, and, of, it",Ponzi or pyramid scheme,0.8547908663749695,ponzi_pyramid,True
2006368817241604195,2025-12-31T14:16:17.000Z,I want every penny paid into this Ponzi scheme returned to me with interest. https://t.co/YggBwnI3aB,en,1432031941596000256,GinaSaysSo,Gina,USA,False,59533,48691,,,,,,811,36,3515,8,0,0,1,crypto,I want every penny paid into this Ponzi scheme returned to me with interest.,76,14,0.0,0.0,False,False,False,False,True,True,True,False,False,False,True,1,"ponzi, scheme, the, is, to, and, of, it",Ponzi or pyramid scheme,0.6655610203742981,ponzi_pyramid,True
2006368720541933771,2025-12-31T14:15:54.000Z,Verasity is a dead project not worth putting your money Info. They are scam and did slow rug pull on their community,en,1528164971632271360,Yes_2_America,American_Party,United States,False,214,7818,,,,,,0,0,0,0,0,0,0,crypto,Verasity is a dead project not worth putting your money Info. They are scam and did slow rug pull on their community,116,22,0.0,0.0,False,False,False,False,True,True,True,False,False,False,True,3,"text, scam, toll, the, to, messages, and, from",investment scam or cryptocurrency fraud,0.456217497587204,investment_crypto,True
2006360399386427877,2025-12-31T13:42:50.000Z,"I sure hope @jackmallers isn't leading $XXI to be the next $ASST.  So far we have had zero updates other than hype.  We need to see the business do something soon or it will turn out to be just another failed rug pull.
Thry had a long time in prep for getting approved.  Now they",en,821931874960506881,BitconomistOG,Bitconomist,"Texas, USA",False,3455,10501,,,,,,0,2,1,0,0,1,0,crypto,I sure hope isn't leading $XXI to be the next $ASST. So far we have had zero updates other than hype. We need to see the business do something soon or it will turn out to be just another failed rug pull. Thry had a long time in prep for getting approved. Now they,263,54,0.0,0.0185185185185185,False,False,False,False,True,True,False,False,False,False,True,4,"rug, pull, the, this, is, be, to, will",corporate or securities fraud,0.2619166076183319,corporate,True
