tweet_id,created_at,text,lang,author_id,username,name,user_location,user_verified,user_followers,user_tweet_count,place_id,place_full_name,place_country,place_country_code,place_type,retweet_count,reply_count,like_count,quote_count,n_hashtags,n_mentions,n_urls,query_labels,likely_spain,clean_text,clean_len,n_words,hashtag_ratio,has_strong_fraud,has_money,is_soft_politics,semantically_relevant,bertopic_id,bertopic_keywords,predicted_label,confidence_score,predicted_category,is_relevant,predicted_category_original,correccion_aplicada
2005734322783846865,2025-12-29T20:15:01.000Z,Estafan más de 175.000 euros a una mujer en Tenerife con el método del 'hijo en apuros' https://t.co/yMxKrsaljE,es,16514160,informativost5,Informativos Telecinco,Mediaset España,False,849562,345472,,,,,,1,0,0,0,0,0,1,phishing,True,Estafan más de 175.000 euros a una mujer en Tenerife con el método del 'hijo en apuros',87,17,0.0,False,True,False,True,0,"de, en, la, el, que, por, una, estafa",insurance fraud,0.2772488594055176,phishing_identity,True,insurance,hijo_en_apuros: insurance -> phishing_identity
2005704125271429437,2025-12-29T18:15:02.000Z,Estafan más de 175.000 euros a una mujer en Tenerife con el método del 'hijo en apuros' https://t.co/2k8I8pSJEL,es,106397073,cuatro,Cuatro,Mediaset España,False,1114882,221011,,,,,,0,0,0,0,0,0,1,phishing,True,Estafan más de 175.000 euros a una mujer en Tenerife con el método del 'hijo en apuros',87,17,0.0,False,True,False,True,0,"de, en, la, el, que, por, una, estafa",insurance fraud,0.2772488594055176,phishing_identity,True,insurance,hijo_en_apuros: insurance -> phishing_identity
2005595149485715574,2025-12-29T11:02:00.000Z,"El fraude del ‘hijo en apuros’, las suplantaciones y el secuestro silencioso de cuentas lideran las estafas en WhatsApp https://t.co/j0iP8iQK7b",es,123193791,rgutierrezmv,Ramón Gutiérrez MV.,Madrid,False,12617,72696,,,,,,0,0,1,0,0,0,1,phishing,True,"El fraude del ‘hijo en apuros’, las suplantaciones y el secuestro silencioso de cuentas lideran las estafas en WhatsApp",119,19,0.0,True,False,False,True,1,"de, en, fraude, la, hijo, apuros, una, del",employment or job offer scam,0.2917089462280273,employment,True,employment,
2005593934798393417,2025-12-29T10:57:10.000Z,"El fraude del ‘hijo en apuros’, las suplantaciones y el secuestro silencioso de cuentas lideran las estafas en WhatsApp https://t.co/XyYNpwASjB",es,352217110,D_Financiero,Diario Financiero,"Madrid, Comunidad de Madrid",False,6947,74287,,,,,,0,0,0,0,0,0,1,phishing,True,"El fraude del ‘hijo en apuros’, las suplantaciones y el secuestro silencioso de cuentas lideran las estafas en WhatsApp",119,19,0.0,True,False,False,True,1,"de, en, fraude, la, hijo, apuros, una, del",employment or job offer scam,0.2917089462280273,employment,True,employment,
2005581425433772040,2025-12-29T10:07:28.000Z,"El fraude del 'hijo en apuros', las suplantaciones y el secuestro silencioso de cuentas lideran las estafas en WhatsApp. https://t.co/CvGXXLE1A3 via @europapress",es,285543615,JoanComorera1,Joan Comorera,Barcelona,False,6137,59385,,,,,,0,0,0,0,0,1,1,phishing,True,"El fraude del 'hijo en apuros', las suplantaciones y el secuestro silencioso de cuentas lideran las estafas en WhatsApp. via",124,20,0.0,True,False,False,True,1,"de, en, fraude, la, hijo, apuros, una, del",employment or job offer scam,0.2777972817420959,employment,True,employment,
2005578675933024752,2025-12-29T09:56:32.000Z,"El fraude del 'hijo en apuros', las suplantaciones y el secuestro silencioso de cuentas lideran las estafas en WhatsApp https://t.co/TKsXCJUEXn",es,84563913,Portaltic,Portaltic.es,Madrid,False,36495,125410,,,,,,0,0,0,0,0,0,1,phishing,True,"El fraude del 'hijo en apuros', las suplantaciones y el secuestro silencioso de cuentas lideran las estafas en WhatsApp",119,19,0.0,True,False,False,True,1,"de, en, fraude, la, hijo, apuros, una, del",insurance fraud,0.252661645412445,phishing_identity,True,insurance,hijo_en_apuros: insurance -> phishing_identity
2005572499451298082,2025-12-29T09:32:00.000Z,"⚠️ Brecha en Iberia por un proveedor externo. Datos filtrados = phishing, smishing y vishing. Los ataques ya no entran por la empresa, entran por la cadena de suministro. ¿Auditas a tus proveedores? #Ciberseguridad #NIS2 #SupplyChain https://t.co/dVwvmqG7BQ",es,273559583,sistemasredes,Sistemas y Redes Seguridad TIC,Islas Canarias,False,204,1948,,,,,,0,0,0,0,3,0,3,phishing,True,"⚠️ Brecha en Iberia por un proveedor externo. Datos filtrados = phishing, smishing y vishing. Los ataques ya no entran por la empresa, entran por la cadena de suministro. ¿Auditas a tus proveedores? #Ciberseguridad #NIS2 #SupplyChain",233,36,0.0833333333333333,True,False,False,True,0,"de, en, la, el, que, por, una, estafa",phishing or identity theft scam,0.9390333294868468,phishing_identity,True,phishing_identity,
2005557405359264177,2025-12-29T08:32:01.000Z,"⚠️ Alerta smishing suplantando a @MyInvestorES

Envían SMS haciéndose pasar por el banco e incluyen enlaces fraudulentos para robar datos y contraseñas 😱
Smishing = SMS + phishing

❌ Si no espera un SMS, no lo abras
❌ Si hay enlace, no pulses ni llames
❌ No verifiques accesos https://t.co/W2r1y5OrvU",es,1936051801691934720,IngresosHormiga,Ingresos Hormiga,España,False,1290,1870,,,,,,1,1,8,0,0,1,1,phishing,True,"⚠️ Alerta smishing suplantando a Envían SMS haciéndose pasar por el banco e incluyen enlaces fraudulentos para robar datos y contraseñas 😱 Smishing = SMS + phishing ❌ Si no espera un SMS, no lo abras ❌ Si hay enlace, no pulses ni llames ❌ No verifiques accesos",260,48,0.0,True,True,False,True,0,"de, en, la, el, que, por, una, estafa",phishing or identity theft scam,0.8464233875274658,phishing_identity,True,phishing_identity,
2005262708451770414,2025-12-28T13:01:00.000Z,"🎄📞 Durante estas festas, coidado con chamadas que parecen do teu banco, tendas en liña ou mesmo ""familiares"".

🚫 Se che piden datos persoais ou bancarios… É #vishing!

👉 Colga, comproba a veracidade e protexe a túa información.

🔵 É unha recomendación da @policia. https://t.co/GYsCRgs56k",es,935169453133910016,DelegGobGAL,Delegación do Goberno en Galicia,"A Coruña, Galicia",False,5618,46092,,,,,,4,0,5,0,1,1,1,phishing,True,"🎄📞 Durante estas festas, coidado con chamadas que parecen do teu banco, tendas en liña ou mesmo ""familiares"". 🚫 Se che piden datos persoais ou bancarios… É #vishing! 👉 Colga, comproba a veracidade e protexe a túa información. 🔵 É unha recomendación da .",253,44,0.0227272727272727,True,True,False,True,0,"de, en, la, el, que, por, una, estafa",phishing or identity theft scam,0.8314648270606995,phishing_identity,True,phishing_identity,
2005051116040355879,2025-12-27T23:00:12.000Z,"La 'estafa del hijo en apuros' en WhatsApp cambia y se vuelve más perfecta y peligrosa

https://t.co/ZwURznODx1",es,1305107013345607680,DavidMarquet19,David,España,False,165,6352,,,,,,0,0,0,0,0,0,1,phishing,True,La 'estafa del hijo en apuros' en WhatsApp cambia y se vuelve más perfecta y peligrosa,86,16,0.0,True,False,False,True,0,"de, en, la, el, que, por, una, estafa",employment or job offer scam,0.4029229283332824,employment,True,employment,
2004862352324219022,2025-12-27T10:30:07.000Z,La 'estafa del hijo en apuros' en WhatsApp cambia y se vuelve más perfecta y peligrosa: ya hay víctimas https://t.co/bqkYnnFE1V,es,47204451,ferminglez,fermin gonzalez,"Pontevedra, España",False,704,22857,,,,,,0,0,0,0,0,0,1,phishing,True,La 'estafa del hijo en apuros' en WhatsApp cambia y se vuelve más perfecta y peligrosa: ya hay víctimas,103,19,0.0,True,False,False,True,0,"de, en, la, el, que, por, una, estafa",employment or job offer scam,0.399539053440094,employment,True,employment,
2004840644280279529,2025-12-27T09:03:52.000Z,"🚨 OJO con las estafas por móvil.

🎣 Phishing: correos o SMS que te llevan a enlaces trampa.
📞 Vishing: llamadas donde se hacen pasar por tu banco.

 🔐No pinches enlaces, no des datos, desconfía. Más vale colgar que lamentar.

🔵 091 / 🟢 062 /  📱@alertcops https://t.co/QgxEMLictl",es,231000704,interiorgob,Ministerio del Interior,"Madrid, España",True,851279,30857,,,,,,32,28,50,4,0,1,1,phishing,True,"🚨 OJO con las estafas por móvil. 🎣 Phishing: correos o SMS que te llevan a enlaces trampa. 📞 Vishing: llamadas donde se hacen pasar por tu banco. 🔐No pinches enlaces, no des datos, desconfía. Más vale colgar que lamentar. 🔵 091 / 🟢 062 / 📱",239,47,0.0,True,True,False,True,0,"de, en, la, el, que, por, una, estafa",phishing or identity theft scam,0.5610548257827759,phishing_identity,True,phishing_identity,
2004772397254353049,2025-12-27T04:32:41.000Z,"¡OJO! La 'estafa del hijo en apuros' en WhatsApp cambia y se vuelve más perfecta y peligrosa  
En vez de texto, los #ciberdelincuentes están utilizando archivos de audio con la voz real del hijo o hija de las víctimas 🙄
https://t.co/iUgO6NPF8j 
Por R. Badillo en @elconfidencial",es,95177547,adsuara,Borja Adsuara Varela ⚖️,Madrid,False,34817,405361,,,,,,4,4,7,0,1,1,1,phishing,True,"¡OJO! La 'estafa del hijo en apuros' en WhatsApp cambia y se vuelve más perfecta y peligrosa En vez de texto, los #ciberdelincuentes están utilizando archivos de audio con la voz real del hijo o hija de las víctimas 🙄 Por R. Badillo en",235,44,0.0227272727272727,True,False,False,True,0,"de, en, la, el, que, por, una, estafa",phishing or identity theft scam,0.5913794636726379,phishing_identity,True,phishing_identity,
2004583852061192396,2025-12-26T16:03:28.000Z,Aviso de la Guardia Civil a todos los canarios: a través de esta estafa por Bizum vacían las cuentas bancarias https://t.co/NH0DbWCDfs,es,70525013,laprovincia_es,La Provincia,Las Palmas de Gran Canaria,False,127675,495598,,,,,,1,1,0,0,0,0,1,payment_apps,True,Aviso de la Guardia Civil a todos los canarios: a través de esta estafa por Bizum vacían las cuentas bancarias,110,20,0.0,True,True,False,True,0,"de, en, la, el, que, por, una, estafa",bank fraud or unauthorized wire transfer,0.2136981934309005,bank_wire,True,bank_wire,
2004476033509011464,2025-12-26T08:55:02.000Z,¿Qué es el 'ghostpairing'? Así funciona la nueva estafa por Whatsapp https://t.co/pZZzOCONty,es,198829810,elperiodico,El Periódico,Barcelona,False,689504,773181,,,,,,2,0,0,0,0,0,1,phishing,True,¿Qué es el 'ghostpairing'? Así funciona la nueva estafa por Whatsapp,68,11,0.0,True,False,False,True,0,"de, en, la, el, que, por, una, estafa",romance scam,0.3272992074489593,romance,True,romance,
2004241479431344237,2025-12-25T17:23:00.000Z,"🎄📞 Durante estas fiestas, cuidado con llamadas que parecen de tu banco, tiendas online o incluso “familiares” 🎁

Si te piden datos personales o bancarios… 🚫 ¡Es #vishing!

👉 Cuelga, comprueba la veracidad y protege tu información

#NoPiques 
#Ciberseguridad https://t.co/Hnc11KzND9",es,23791197,policia,Policía Nacional,España,True,3828145,59301,,,,,,21,3,92,2,3,0,1,phishing,True,"🎄📞 Durante estas fiestas, cuidado con llamadas que parecen de tu banco, tiendas online o incluso “familiares” 🎁 Si te piden datos personales o bancarios… 🚫 ¡Es #vishing! 👉 Cuelga, comprueba la veracidad y protege tu información #NoPiques #Ciberseguridad",253,39,0.0769230769230769,True,True,False,True,0,"de, en, la, el, que, por, una, estafa",phishing or identity theft scam,0.908776879310608,phishing_identity,True,phishing_identity,
2003727327860343264,2025-12-24T07:19:57.000Z,"👮‍♂️Alerta smishing @bbva 

Desconfía si:
⚠️crea urgencia
⚠️tiene errores
⚠️incluye enlaces
⚠️pide datos personales
❌No pinches enlaces ni llames al SMS
✅Entra solo a la app/web oficial
🎄 Los cacos no descansan ni en #Navidad 
🔔 Mantente alerta https://t.co/OxTgzg3EO8",es,1036870939,PoliciaPteGenil,Policía Puente Genil,"Puente Genil, España",False,3419,13231,,,,,,0,0,0,0,1,1,1,phishing,True,👮‍♂️Alerta smishing Desconfía si: ⚠️crea urgencia ⚠️tiene errores ⚠️incluye enlaces ⚠️pide datos personales ❌No pinches enlaces ni llames al SMS ✅Entra solo a la app/web oficial 🎄 Los cacos no descansan ni en #Navidad 🔔 Mantente alerta,235,37,0.027027027027027,True,False,False,True,0,"de, en, la, el, que, por, una, estafa",phishing or identity theft scam,0.7312630414962769,phishing_identity,True,phishing_identity,
2003473295493202295,2025-12-23T14:30:31.000Z,Así funciona la estafa del 'paquete retenido' que miles de personas están recibiendo por Navidad https://t.co/rtoFlNb2an,es,33398564,hola,Revista ¡HOLA!,Madrid (España),False,1495033,327356,,,,,,0,0,1,0,0,0,1,impersonation,True,Así funciona la estafa del 'paquete retenido' que miles de personas están recibiendo por Navidad,96,15,0.0,True,False,False,True,0,"de, en, la, el, que, por, una, estafa",charity or donation scam,0.2962066829204559,charity,True,charity,
2003418990375502152,2025-12-23T10:54:43.000Z,"#smishing #seur @SEUR 
IoCs:
https[:]//ln.run/ltgQG
hxxps://seur.nezts[.]help
La web está alojada en un servidor de Indonesia y aún no está reportado como malicioso 43.157.223[.]203
https://t.co/dq5cRy1959 
https://t.co/hRv85HLzmD
https://t.co/cNcdDwy5Iu
https://t.co/MVmYz2NdrG",es,4077647361,Jgonzalezmilla,J gonzalez,Jaén / Madrid ,False,812,4635,,,,,,0,0,0,0,2,1,4,phishing,True,#smishing #seur IoCs: https[:]//ln.run/ltgQG hxxps://seur.nezts[.]help La web está alojada en un servidor de Indonesia y aún no está reportado como malicioso 43.157.223[.]203,174,22,0.0909090909090909,True,False,False,True,0,"de, en, la, el, que, por, una, estafa",phishing or identity theft scam,0.6496437788009644,phishing_identity,True,phishing_identity,
2003413095381606425,2025-12-23T10:31:18.000Z,"¿Sabías lo que es el Smishing?

Xuso y Ana no lo sabían, pero lo resolvieron de maravilla. 😌

Te animamos a que retes estas Navidades a tu familia, a ver, cuántos de ellos saben que es Smishing. 😉 https://t.co/AfkEMxKD2y",es,130180969,ESET_ES,ESET España,"Valencia, España",True,12695,20997,,,,,,0,0,2,0,0,0,1,phishing,True,"¿Sabías lo que es el Smishing? Xuso y Ana no lo sabían, pero lo resolvieron de maravilla. 😌 Te animamos a que retes estas Navidades a tu familia, a ver, cuántos de ellos saben que es Smishing. 😉",194,38,0.0,True,False,False,True,0,"de, en, la, el, que, por, una, estafa",phishing or identity theft scam,0.397474080324173,phishing_identity,True,phishing_identity,
2003410902083940697,2025-12-23T10:22:35.000Z,"Queridos @guardiacivil tengo una duda. Me ha llegado el mensaje de la estafa de ""el hijo en apuros"", ¿hay canal de comunicación o denuncias para informar del número de teléfono que intenta la estafa? Gracias por vuestro servicio",es,1301200432350597121,BitacoraByte,BitacoraByte,"Sevilla, España",False,432,4807,,,,,,0,1,0,0,0,1,0,phishing,True,"Queridos tengo una duda. Me ha llegado el mensaje de la estafa de ""el hijo en apuros"", ¿hay canal de comunicación o denuncias para informar del número de teléfono que intenta la estafa? Gracias por vuestro servicio",214,37,0.0,True,False,False,True,0,"de, en, la, el, que, por, una, estafa",phishing or identity theft scam,0.1605399847030639,phishing_identity,True,phishing_identity,
2003393934634967542,2025-12-23T09:15:09.000Z,"Manual para protegerse de los fraudes telefónicos más frecuentes en Navidad 📱‼ La policía e Incibe difunden instrucciones frente a «smishing» y «vishing»
 https://t.co/UltfCn7N2T",es,38640768,lavozdegalicia,La Voz de Galicia,Galicia | España,False,419762,455540,,,,,,0,1,0,0,0,0,1,phishing,True,Manual para protegerse de los fraudes telefónicos más frecuentes en Navidad 📱‼ La policía e Incibe difunden instrucciones frente a «smishing» y «vishing»,153,23,0.0,True,False,False,True,0,"de, en, la, el, que, por, una, estafa",phishing or identity theft scam,0.7601764798164368,phishing_identity,True,phishing_identity,
2003376534661325155,2025-12-23T08:06:01.000Z,"📢🛡️ ¿Sabes reconocer una estafa online? La nueva entrega de Experiencia Sénior te enseña a identificar fraudes como phishing, vishing o smishing y te da las claves para evitar caer en ellos y saber qué hacer si ocurre. #Ciberseguridad #EvitaEstafas 
https://t.co/m77vqXCkud https://t.co/nssdd2mkMc",es,1516191691,seguroscano,Seguros CANO,Granada,False,320,2814,,,,,,0,0,0,0,2,0,2,phishing,True,"📢🛡️ ¿Sabes reconocer una estafa online? La nueva entrega de Experiencia Sénior te enseña a identificar fraudes como phishing, vishing o smishing y te da las claves para evitar caer en ellos y saber qué hacer si ocurre. #Ciberseguridad #EvitaEstafas",248,40,0.05,True,False,False,True,0,"de, en, la, el, que, por, una, estafa",phishing or identity theft scam,0.7154993414878845,phishing_identity,True,phishing_identity,
2003361430847045740,2025-12-23T07:06:00.000Z,"🎅👑👑👑¿Te ha llamado Papá Noel o los Reyes Magos de Oriente? Desconfía: podría tratarse de vishing.

👉Entra en nuestro Calendario de Adviento y descubre el mensaje de hoy.

🔗 https://t.co/GEV5ttjFxl

#navidad2025 #CSIRTCV #ciberseguridad #ciberseguridadparatodos https://t.co/L8hYvKz3BS",es,190566425,GVATalaia,Talaia,Valencia,False,7186,16015,,,,,,0,0,0,0,4,0,2,phishing,True,🎅👑👑👑¿Te ha llamado Papá Noel o los Reyes Magos de Oriente? Desconfía: podría tratarse de vishing. 👉Entra en nuestro Calendario de Adviento y descubre el mensaje de hoy. 🔗 #navidad2025 #CSIRTCV #ciberseguridad #ciberseguridadparatodos,233,33,0.1212121212121212,True,False,False,True,0,"de, en, la, el, que, por, una, estafa",phishing or identity theft scam,0.7936059236526489,phishing_identity,True,phishing_identity,
2003336799431872750,2025-12-23T05:28:07.000Z,#Smishing  ➡️  El SMS con el que no te quieres encontrar  ➡️  Los #Ciberataques empiezan con un clic en el lugar equivocado. ¿Qué debemos hacer para protegernos?#Ciberseguridad @osiseguridad @INCIBE https://t.co/heRdY46amx https://t.co/Ht8l4jhFUn,es,4877755774,dsn,DSN,Madrid (Spain),True,44657,25639,,,,,,12,0,16,0,3,2,2,phishing,True,#Smishing ➡️ El SMS con el que no te quieres encontrar ➡️ Los #Ciberataques empiezan con un clic en el lugar equivocado. ¿Qué debemos hacer para protegernos?#Ciberseguridad,172,27,0.1111111111111111,True,False,False,True,0,"de, en, la, el, que, por, una, estafa",phishing or identity theft scam,0.7723727226257324,phishing_identity,True,phishing_identity,
2003221954917204474,2025-12-22T21:51:46.000Z,"⚠️ ¡AVISO URGENTE! ⚠️ Detectada estafa masiva de SMS (smishing). Suplantan a empresas de reparto alegando que ""falta el número de casa"". 📦🚫 No pinches en el enlace: buscan tus datos bancarios. Si has caído, llama al 017 de @INCIBE. ¡Difunde! 🔄#Ciberseguridad #Estafa",es,1998346579733028864,MallorcaAlDia,MallorcaAlDia,"Palma, Espanya",False,19,1610,,,,,,0,0,0,0,2,1,0,phishing,True,"⚠️ ¡AVISO URGENTE! ⚠️ Detectada estafa masiva de SMS (smishing). Suplantan a empresas de reparto alegando que ""falta el número de casa"". 📦🚫 No pinches en el enlace: buscan tus datos bancarios. Si has caído, llama al 017 de . ¡Difunde! 🔄#Ciberseguridad #Estafa",259,43,0.0465116279069767,True,False,False,True,0,"de, en, la, el, que, por, una, estafa",phishing or identity theft scam,0.5108526945114136,phishing_identity,True,phishing_identity,
